Package,Class,Lines of Code,Cyclomatic Complexity,Weighted Methods per Class,Depth of Inheritance Tree,Number of Children,Coupling between Objects,Response for Class,Lack of Cohesion of Methods
org::eclipse::jdt::internal::compiler::ast::MemberValuePair,org::eclipse::jdt::internal::compiler::ast::ASTNode,189,58,58,2,2,18,35,0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMarkerAnnotationName,org::eclipse::jdt::internal::compiler::ast::MarkerAnnotation,15,4,4,6,0,8,8,0
org::eclipse::jdt::internal::eval::CodeSnippetScope,org::eclipse::jdt::internal::compiler::lookup::BlockScope,456,127,127,3,0,17,64,55
org::eclipse::jdt::core::CompletionRequestor,java::lang::Object,269,24,24,1,3,5,15,74
org::eclipse::jdt::internal::codeassist::complete::CompletionNodeDetector,org::eclipse::jdt::internal::compiler::ASTVisitor,272,90,90,2,0,38,86,3403
org::eclipse::jdt::internal::compiler::util::HashtableOfLong,java::lang::Object,77,23,23,1,0,2,8,10
org::eclipse::jdt::internal::compiler::ast::ConditionalExpression,org::eclipse::jdt::internal::compiler::ast::OperatorExpression,467,82,82,5,0,17,61,6
org::eclipse::jdt::internal::compiler::SourceElementNotifier,java::lang::Object,647,124,124,1,1,34,59,0
org::eclipse::jdt::internal::compiler::util::CompoundNameVector,java::lang::Object,50,16,16,1,0,4,13,13
org::eclipse::jdt::internal::codeassist::complete::CompletionOnExplicitConstructorCall,org::eclipse::jdt::internal::compiler::ast::ExplicitConstructorCall,41,12,13,4,0,7,13,1
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedSuperReference,org::eclipse::jdt::internal::compiler::ast::QualifiedSuperReference,16,4,4,8,0,6,10,1
org::eclipse::jdt::internal::compiler::ast::QualifiedSuperReference,org::eclipse::jdt::internal::compiler::ast::QualifiedThisReference,49,12,12,7,1,8,20,15
org::eclipse::jdt::internal::compiler::batch::FileFinder,java::lang::Object,23,7,7,1,0,3,13,0
org::eclipse::jdt::internal::codeassist::CompletionEngine,org::eclipse::jdt::internal::codeassist::RelevanceConstants,647,127,127,2,0,50,135,37
org::eclipse::jdt::internal::compiler::lookup::ImportConflictBinding,org::eclipse::jdt::internal::compiler::lookup::ImportBinding,10,3,3,3,0,4,5,1
org::eclipse::jdt::internal::core::SourceRange,java::lang::Object,34,7,7,1,0,2,11,1
org::eclipse::jdt::core::dom::FieldAccess,org::eclipse::jdt::core::dom::Expression,180,27,27,3,0,12,41,13
org::eclipse::jdt::core::dom::NodeSearcher,org::eclipse::jdt::internal::compiler::ASTVisitor,64,13,13,2,0,11,6,0
org::eclipse::jdt::internal::compiler::lookup::ProblemMethodBinding,org::eclipse::jdt::internal::compiler::lookup::MethodBinding,21,5,5,3,0,3,2,0
org::eclipse::jdt::internal::core::search::matching::TypeReferencePattern,org::eclipse::jdt::internal::core::search::matching::IntersectingPattern,101,27,26,5,1,7,29,9
org::eclipse::jdt::core::dom::ASTRequestor,java::lang::Object,71,6,6,1,1,5,4,3
org::eclipse::jdt::internal::core::util::CommentRecorderScanner,org::eclipse::jdt::internal::compiler::parser::Scanner,21,3,3,2,0,0,3,0
org::eclipse::jdt::internal::codeassist::impl::AssistCompilationUnit,org::eclipse::jdt::internal::core::CompilationUnit,21,6,6,5,0,12,13,0
org::eclipse::jdt::internal::codeassist::CompletionEngine::CompletionProblemFactory,org::eclipse::jdt::internal::compiler::problem::DefaultProblemFactory,100,14,14,2,0,9,11,5
org::eclipse::jdt::internal::core::util::KeyToSignature,org::eclipse::jdt::internal::core::util::BindingKeyParser,262,62,62,2,0,8,56,70
org::eclipse::jdt::internal::compiler::problem::DefaultProblem,org::eclipse::jdt::core::compiler::CategorizedProblem,235,47,47,2,0,6,27,150
org::eclipse::jdt::internal::compiler::util::HashtableOfObject,java::lang::Object,125,31,30,1,0,5,16,24
org::eclipse::jdt::internal::core::CreateElementInCUOperation,org::eclipse::jdt::internal::core::JavaModelOperation,222,35,35,2,3,26,60,6
org::eclipse::jdt::internal::core::JavaModelManager::VariablesAndContainersSaveHelper,java::lang::Object,188,37,37,1,0,27,61,0
org::eclipse::jdt::core::search::TypeNameMatch,java::lang::Object,102,7,7,1,1,6,15,28
org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression,org::eclipse::jdt::internal::compiler::ast::AllocationExpression,420,98,98,5,2,32,94,4
org::eclipse::jdt::internal::core::JavaModelStatus,org::eclipse::core::resources::IResourceStatus,439,97,97,2,0,16,45,57
org::eclipse::jdt::internal::codeassist::impl::AssistAnnotation,org::eclipse::jdt::internal::core::Annotation,7,2,2,5,0,4,3,0
org::eclipse::jdt::internal::compiler::util::HashtableOfType,java::lang::Object,82,23,23,1,0,4,10,10
org::eclipse::jdt::internal::core::search::matching::PackageDeclarationLocator,org::eclipse::jdt::internal::core::search::matching::PatternLocator,11,3,3,2,0,3,4,0
org::eclipse::jdt::internal::core::util::InnerClassesAttribute,org::eclipse::jdt::core::util::IInnerClassesAttribute,38,5,5,3,0,4,5,1
org::eclipse::jdt::internal::core::PackageDeclaration,org::eclipse::jdt::internal::core::SourceRefElement,39,10,10,4,1,3,14,5
org::eclipse::jdt::core::dom::ExpressionStatement,org::eclipse::jdt::core::dom::Statement,115,19,19,3,0,11,37,2
org::eclipse::jdt::internal::compiler::lookup::UpdatedMethodBinding,org::eclipse::jdt::internal::compiler::lookup::MethodBinding,7,2,2,3,0,2,2,0
org::eclipse::jdt::internal::compiler::util::HashtableOfObjectToInt,java::lang::Object,120,31,31,1,0,4,14,6
org::eclipse::jdt::internal::antadapter::AntAdapterMessages,java::lang::Object,27,7,7,1,0,8,10,0
org::eclipse::jdt::internal::eval::GlobalVariable,java::lang::Object,46,6,6,1,0,2,8,3
org::eclipse::jdt::internal::core::search::matching::ConstructorLocator,org::eclipse::jdt::internal::core::search::matching::PatternLocator,345,105,105,2,0,31,60,9
org::eclipse::jdt::internal::core::LRUCacheEnumerator::LRUEnumeratorElement,java::lang::Object,6,1,1,1,0,1,0,0
org::eclipse::jdt::internal::core::PackageFragmentRoot,org::eclipse::jdt::internal::core::Openable,647,127,127,4,2,46,135,402
org::eclipse::jdt::internal::core::util::WeakHashSet::HashableWeakReference,java::lang::ref::WeakReference,19,7,7,1,0,4,8,2
org::eclipse::jdt::internal::core::search::indexing::IndexingParser,org::eclipse::jdt::internal::compiler::SourceElementParser,31,5,5,4,0,8,7,0
org::eclipse::jdt::internal::core::search::matching::SecondaryTypeDeclarationPattern,org::eclipse::jdt::internal::core::search::matching::TypeDeclarationPattern,16,5,5,5,0,5,10,0
org::eclipse::jdt::internal::core::JavaModelOperation,java::lang::Object,647,127,127,1,14,47,135,83
org::eclipse::jdt::internal::core::util::HashtableOfArrayToObject,java::lang::Object,150,38,38,1,0,6,23,4
org::eclipse::jdt::internal::core::jdom::DOMNode,java::lang::Object,647,115,115,2,4,15,74,194
org::eclipse::jdt::internal::core::jdom::CompilationUnit,java::lang::Object,33,8,8,2,0,1,10,9
org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser::RepairCandidate,java::lang::Object,4,1,1,1,0,0,0,0
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedAllocationExpression,org::eclipse::jdt::internal::compiler::ast::QualifiedAllocationExpression,62,16,16,6,0,12,14,1
org::eclipse::jdt::internal::formatter::align::AlignmentException,java::lang::RuntimeException,24,5,5,1,0,2,6,0
org::eclipse::jdt::core::search::SearchMatch,java::lang::Object,280,31,31,1,9,7,30,242
org::eclipse::jdt::core::CorrectionEngine,java::lang::Object,250,28,28,1,0,24,36,10
org::eclipse::jdt::internal::compiler::classfmt::MethodInfo,java::lang::Comparable,458,101,101,2,2,14,52,169
org::eclipse::jdt::internal::core::JavaModelManager::PerProjectInfo,java::lang::Object,161,22,22,1,0,31,37,8
org::eclipse::jdt::internal::core::jdom::AbstractDOMBuilder,org::eclipse::jdt::internal::core::jdom::ILineStartFinder,137,22,22,2,2,9,22,13
org::eclipse::jdt::core::search::TypeNameMatchRequestor,java::lang::Object,7,0,0,1,0,1,1,0
org::eclipse::jdt::internal::compiler::ast::EqualExpression,org::eclipse::jdt::internal::compiler::ast::BinaryExpression,647,127,127,6,0,18,75,55
org::eclipse::jdt::core::dom::Type,org::eclipse::jdt::core::dom::ASTNode,107,8,8,2,6,3,10,21
org::eclipse::jdt::internal::compiler::parser::RecoveredLocalVariable,org::eclipse::jdt::internal::compiler::parser::RecoveredStatement,107,29,29,3,0,9,19,23
org::eclipse::jdt::internal::codeassist::complete::InvalidCursorLocation,java::lang::RuntimeException,3,1,1,1,0,1,0,0
org::eclipse::jdt::core::dom::ASTSyntaxErrorPropagator,org::eclipse::jdt::core::dom::ASTVisitor,86,44,44,2,0,12,18,36
org::eclipse::jdt::core::dom::MemberValuePairBinding,java::lang::Object,152,51,51,2,1,22,58,88
org::eclipse::jdt::core::CompletionProposal,org::eclipse::jdt::internal::codeassist::InternalCompletionProposal,647,97,97,2,0,9,57,693
org::eclipse::jdt::core::compiler::CompilationProgress,java::lang::Object,51,0,0,1,0,1,5,10
org::eclipse::jdt::internal::core::builder::AdditionalTypeCollection,org::eclipse::jdt::internal::core::builder::ReferenceCollection,4,1,1,2,0,0,1,0
org::eclipse::jdt::internal::compiler::ast::CompoundAssignment,org::eclipse::jdt::internal::compiler::ast::Assignment,151,37,37,5,2,16,35,25
org::eclipse::jdt::internal::codeassist::select::SelectionScanner,org::eclipse::jdt::internal::compiler::parser::Scanner,31,7,7,2,0,1,6,0
org::eclipse::jdt::internal::core::util::SimpleWordSet,java::lang::Object,43,14,14,1,0,2,6,0
org::eclipse::jdt::internal::core::builder::ImageBuilderInternalException,java::lang::RuntimeException,15,4,4,1,0,3,6,0
org::eclipse::jdt::internal::compiler::ClassFile,org::eclipse::jdt::internal::compiler::lookup::TypeConstants,647,127,127,1,2,50,135,503
org::eclipse::jdt::internal::compiler::ast::ReturnStatement,org::eclipse::jdt::internal::compiler::ast::Statement,229,55,55,3,2,24,59,12
org::eclipse::jdt::core::dom::CompilationUnitResolver,org::eclipse::jdt::internal::compiler::Compiler,647,116,116,2,0,50,135,66
org::eclipse::jdt::internal::compiler::lookup::SignatureWrapper,java::lang::Object,47,15,15,1,0,2,7,0
org::eclipse::jdt::internal::compiler::parser::Scanner,org::eclipse::jdt::internal::compiler::parser::TerminalTokens,647,127,127,1,4,15,83,336
org::eclipse::jdt::internal::compiler::problem::AbortType,org::eclipse::jdt::internal::compiler::problem::AbortCompilationUnit,3,1,1,3,1,2,1,0
org::eclipse::jdt::core::dom::ASTMatcher,java::lang::Object,647,127,127,1,0,50,135,3655
org::eclipse::jdt::internal::core::JavaProjectElementInfo,org::eclipse::jdt::internal::core::OpenableElementInfo,263,47,47,3,0,32,56,0
org::eclipse::jdt::internal::core::CompilationUnitStructureRequestor,org::eclipse::jdt::internal::compiler::ISourceElementRequestor,580,90,90,2,1,50,106,78
org::eclipse::jdt::internal::compiler::problem::AbortMethod,org::eclipse::jdt::internal::compiler::problem::AbortType,3,1,1,4,0,2,1,0
org::eclipse::jdt::internal::compiler::ast::ASTNode,org::eclipse::jdt::internal::compiler::lookup::TypeConstants,493,127,127,1,6,33,88,150
org::eclipse::jdt::internal::core::builder::ProblemFactory,org::eclipse::jdt::internal::compiler::problem::DefaultProblemFactory,9,3,3,2,0,3,6,0
org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter::ConstPrefix,org::eclipse::jdt::internal::core::dom::rewrite::ASTRewriteFormatter::Prefix,6,2,2,1,0,1,1,0
org::eclipse::jdt::core::dom::ReturnStatement,org::eclipse::jdt::core::dom::Statement,100,16,16,3,0,9,33,2
org::eclipse::jdt::internal::core::LocalVariable,org::eclipse::jdt::core::ILocalVariable,247,51,51,4,0,34,63,131
org::eclipse::jdt::core::JavaConventions,java::lang::Object,582,66,66,1,0,27,56,209
org::eclipse::jdt::internal::core::index::MemoryIndex,java::lang::Object,99,31,31,1,0,8,21,0
org::eclipse::jdt::internal::eval::VariablesInfo,java::lang::Object,38,7,7,1,0,3,4,0
org::eclipse::jdt::internal::core::BufferCache,org::eclipse::jdt::internal::core::OverflowingLRUCache,51,9,9,3,0,5,16,0
org::eclipse::jdt::core::dom::Initializer,org::eclipse::jdt::core::dom::BodyDeclaration,177,33,33,3,0,14,57,2
org::eclipse::jdt::core::compiler::BuildContext,org::eclipse::jdt::internal::core::builder::CompilationParticipantResult,103,16,16,2,0,5,10,21
org::eclipse::jdt::internal::compiler::ast::ClassLiteralAccess,org::eclipse::jdt::internal::compiler::ast::Expression,87,16,16,4,1,18,31,5
org::eclipse::jdt::internal::compiler::ReadManager,java::lang::Runnable,153,34,34,1,0,12,17,0
org::eclipse::jdt::internal::formatter::old::CodeFormatter,org::eclipse::jdt::internal::compiler::parser::TerminalTokens,131,23,23,1,0,9,15,0
org::eclipse::jdt::core::dom::MethodRefParameter,org::eclipse::jdt::core::dom::ASTNode,213,30,30,2,0,13,46,18
org::eclipse::jdt::core::dom::LabeledStatement,org::eclipse::jdt::core::dom::Statement,174,26,26,3,0,11,40,8
org::eclipse::jdt::internal::compiler::ast::TrueLiteral,org::eclipse::jdt::internal::compiler::ast::MagicLiteral,49,11,11,6,0,6,13,15
org::eclipse::jdt::internal::compiler::ast::Literal,org::eclipse::jdt::internal::compiler::ast::Expression,31,5,5,4,3,7,9,15
org::eclipse::jdt::core::dom::DefaultBindingResolver,org::eclipse::jdt::core::dom::BindingResolver,647,127,127,2,0,50,135,1
org::eclipse::jdt::internal::codeassist::select::SelectionOnSuperReference,org::eclipse::jdt::internal::compiler::ast::SuperReference,16,4,4,7,0,5,10,1
org::eclipse::jdt::internal::core::search::matching::TypeDeclarationLocator,org::eclipse::jdt::internal::core::search::matching::PatternLocator,78,30,30,2,0,12,18,3
org::eclipse::jdt::internal::compiler::classfmt::InnerClassInfo,org::eclipse::jdt::internal::compiler::env::IBinaryNestedType,105,17,17,2,0,2,14,10
org::eclipse::jdt::internal::eval::EvaluationResult,java::lang::Object,168,28,28,1,0,5,21,39
org::eclipse::jdt::internal::core::search::indexing::RemoveFromIndex,org::eclipse::jdt::internal::core::search::indexing::IndexRequest,25,7,7,2,0,6,8,0
org::eclipse::jdt::internal::core::JarEntryResource,org::eclipse::core::runtime::PlatformObject,58,18,18,2,2,11,23,24
org::eclipse::jdt::core::dom::ForStatement,org::eclipse::jdt::core::dom::Statement,210,28,28,3,0,13,49,19
org::eclipse::jdt::internal::compiler::lookup::AnnotationBinding,java::lang::Object,163,52,52,1,1,13,26,11
org::eclipse::jdt::core::dom::ASTNode,java::lang::Object,647,127,127,1,19,28,132,313
org::eclipse::jdt::internal::compiler::classfmt::ClassFormatException,java::lang::Exception,81,13,13,1,0,4,12,14
org::eclipse::jdt::core::util::OpcodeStringValues,org::eclipse::jdt::core::util::IOpcodeMnemonics,206,1,1,1,0,1,1,0
org::eclipse::jdt::internal::compiler::problem::ProblemReporter,org::eclipse::jdt::internal::compiler::problem::ProblemHandler,647,127,127,2,2,50,135,80982
org::eclipse::jdt::internal::core::util::RuntimeVisibleAnnotationsAttribute,org::eclipse::jdt::core::util::IRuntimeVisibleAnnotationsAttribute,33,5,5,3,0,4,6,1
org::eclipse::jdt::core::search::FieldReferenceMatch,org::eclipse::jdt::internal::core::search::matching::InternalReferenceMatch,38,3,3,4,0,3,3,1
org::eclipse::jdt::internal::eval::CodeSnippetMessageSend,org::eclipse::jdt::internal::compiler::ast::MessageSend,324,66,66,5,0,23,69,3
org::eclipse::jdt::core::dom::SuperConstructorInvocation,org::eclipse::jdt::core::dom::Statement,180,27,27,3,0,13,46,14
org::eclipse::jdt::internal::codeassist::complete::CompletionOnLocalName,org::eclipse::jdt::internal::compiler::ast::LocalDeclaration,25,6,6,5,0,6,14,3
org::eclipse::jdt::internal::core::JavaElementDeltaBuilder,java::lang::Object,410,98,98,1,0,28,76,0
org::eclipse::jdt::internal::compiler::ast::Wildcard,org::eclipse::jdt::internal::compiler::ast::SingleTypeReference,88,28,28,6,0,10,27,15
org::eclipse::jdt::internal::compiler::lookup::LocalVariableBinding,org::eclipse::jdt::internal::compiler::lookup::VariableBinding,181,47,47,3,2,22,31,21
org::eclipse::jdt::internal::codeassist::select::SelectionOnLocalName,org::eclipse::jdt::internal::compiler::ast::LocalDeclaration,24,5,5,5,0,4,13,3
org::eclipse::jdt::internal::compiler::ast::EmptyStatement,org::eclipse::jdt::internal::compiler::ast::Statement,32,9,9,3,0,10,15,15
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedQualifiedTypeReference,org::eclipse::jdt::internal::compiler::ast::ParameterizedQualifiedTypeReference,52,8,8,8,0,7,13,3
org::eclipse::jdt::core::dom::InstanceofExpression,org::eclipse::jdt::core::dom::Expression,163,26,26,3,0,12,38,8
org::eclipse::jdt::internal::codeassist::select::SelectionOnArgumentName,org::eclipse::jdt::internal::compiler::ast::Argument,26,6,6,6,0,7,13,3
org::eclipse::jdt::internal::compiler::flow::FlowInfo,java::lang::Object,319,15,15,1,2,6,45,818
org::eclipse::jdt::internal::core::util::ConstantPool,org::eclipse::jdt::internal::core::util::ClassFileStruct,81,16,16,2,0,3,37,2
org::eclipse::jdt::internal::core::VerboseElementCache,org::eclipse::jdt::internal::core::ElementCache,27,8,8,4,0,7,18,0
org::eclipse::jdt::internal::core::search::indexing::IndexAllProject,org::eclipse::jdt::internal::core::search::indexing::IndexRequest,212,36,36,2,0,27,49,0
org::eclipse::jdt::internal::core::dom::NaiveASTFlattener,org::eclipse::jdt::core::dom::ASTVisitor,647,127,127,2,0,50,135,315
org::eclipse::jdt::internal::compiler::ast::ExplicitConstructorCall,org::eclipse::jdt::internal::compiler::ast::Statement,373,89,89,3,2,27,77,54
org::eclipse::jdt::internal::core::JavaElementDelta,org::eclipse::jdt::internal::core::SimpleDelta,647,127,127,2,0,9,68,320
org::eclipse::jdt::internal::formatter::comment::JavaDocRegion,org::eclipse::jdt::internal::formatter::comment::MultiCommentRegion,281,45,45,3,0,25,71,0
org::eclipse::jdt::internal::core::JavaCorePreferenceInitializer,org::eclipse::core::runtime::preferences::AbstractPreferenceInitializer,73,3,3,1,0,14,16,0
org::eclipse::jdt::core::dom::Block,org::eclipse::jdt::core::dom::Statement,82,14,14,3,0,9,32,1
org::eclipse::jdt::internal::core::search::matching::ClasspathSourceDirectory,org::eclipse::jdt::internal::core::builder::ClasspathLocation,72,22,22,2,0,11,28,21
org::eclipse::jdt::internal::compiler::classfmt::ElementValuePairInfo,org::eclipse::jdt::internal::compiler::env::IBinaryElementValuePair,28,7,7,1,0,3,9,1
org::eclipse::jdt::core::CheckDebugAttributes,org::apache::tools::ant::Task,50,14,14,1,0,14,19,1
org::eclipse::jdt::core::WorkingCopyOwner,java::lang::Object,147,5,5,1,3,16,12,10
org::eclipse::jdt::internal::core::search::JavaSearchDocument,org::eclipse::jdt::core::search::SearchDocument,54,17,17,3,1,15,17,6
org::eclipse::jdt::internal::core::ResolvedBinaryType,org::eclipse::jdt::internal::core::BinaryType,29,7,7,8,0,3,10,5
org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadocSingleTypeReference,org::eclipse::jdt::internal::codeassist::complete::CompletionOnJavadoc,66,19,19,7,0,1,11,0
org::eclipse::jdt::internal::core::search::matching::SuperTypeReferenceLocator,org::eclipse::jdt::internal::core::search::matching::PatternLocator,80,26,26,2,0,18,19,0
org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser::PrimaryRepairInfo,java::lang::Object,17,2,2,1,0,1,2,0
org::eclipse::jdt::internal::core::util::LocalVariableTableEntry,org::eclipse::jdt::core::util::ILocalVariableTableEntry,70,10,10,2,0,4,12,21
org::eclipse::jdt::internal::eval::CodeSnippetToCuMapper,java::lang::Object,250,19,19,1,0,5,12,9
org::eclipse::jdt::internal::core::util::InnerClassesAttributeEntry,org::eclipse::jdt::internal::core::util::ClassFileStruct,71,14,14,2,0,4,13,21
org::eclipse::jdt::internal::eval::CodeSnippetClassFile,org::eclipse::jdt::internal::compiler::ClassFile,182,26,26,2,0,18,34,0
org::eclipse::jdt::core::search::LocalVariableDeclarationMatch,org::eclipse::jdt::core::search::SearchMatch,13,1,1,2,0,3,1,0
org::eclipse::jdt::internal::compiler::parser::diagnose::DiagnoseParser,java::lang::Object,647,127,127,1,0,19,88,0
org::eclipse::jdt::core::dom::MethodInvocation,org::eclipse::jdt::core::dom::Expression,245,35,35,3,0,14,55,34
org::eclipse::jdt::internal::core::index::EntryResult,java::lang::Object,56,17,17,1,0,8,11,4
org::eclipse::jdt::core::dom::SimpleName,org::eclipse::jdt::core::dom::Name,197,33,33,4,0,24,41,5
org::eclipse::jdt::internal::compiler::codegen::CodeStream,java::lang::Object,647,127,127,1,1,49,135,15322
org::eclipse::jdt::internal::core::search::indexing::SaveIndex,org::eclipse::jdt::internal::core::search::indexing::IndexRequest,30,8,8,2,0,11,10,1
